x1,x2,Value,Timestamp
0,0,55.602112642270264,8
5.0273127921420375,14.62872422162851,191.59603318022866,10
5.114399946370497,9.490889462631596,81.84623863047875,11
1.3095733387797717,5.758861170425491,15.10932880724102,11
8.40577519274836,14.73179885955809,173.50415951384025,12
-4.005391573111437,13.186867759118115,5.3516175741720176,12
3.4500232923231824,1.480771793285091,1.1713390663196357,12
3.91451336846886,13.123305091896809,132.49166689726553,12
-1.2812663923771765,5.910271739018179,18.221710278438582,12
7.9827423303754586,2.793340137389126,10.370029983091717,13
3.4191537478126985,13.484793200597109,131.0972846268814,614
3.4456117595249367,8.199600179377478,38.65768064291492,1613
3.4524147199494433,1.5371287211163283,1.116014539481231,2377
3.724927834107074,2.2852972293928113,2.1632444080603204,3093
3.784212440867366,1.5730061907002166,2.3778473389851875,3609
3.8547831029236654,1.7076680473480579,2.744036107813547,4026
3.8837079931467624,13.256368479283564,134.9192281180455,4436
8.03722802602932,5.301594696248221,22.300062865396235,4446
3.865899779682991,1.9145980526418616,2.8270962650407014,4935
3.485266037375899,13.211909194504017,126.16805486929857,5304
3.881325465240666,2.173881551069746,3.0715007422879195,5710
3.8925446627832603,1.141100800015547,3.3662569555050936,6093
3.519239025505561,1.7283868864978933,1.1476838490773194,6390
3.8925446627832603,2.4642874880601595,3.4733824469886425,6759
3.8925446627832603,1.5588432149942428,3.021834997997546,7167
3.8986643845667164,1.7452684884675356,3.0208806782999025,7494
9.14833032872861,1.6836100875101039,1.0851762535642813,7504
3.906893183157475,2.3225129673033686,3.3985990500858385,7883
3.4513552155659895,11.477466763586254,89.8107676344948,8224
3.907404689997449,1.6415764260007686,3.091142696318612,8556
